Name,URL,Cuisines,Area,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,AverageCost,,,2427,0
MistiMukh,https://www.zomato.com/Chennai/mistimukh0bommanahalli0Chennai,"Mishti, Desserts, Street Food","Bommanahalli, Chennai",0,0,4,31,50,,,,
Kerala On Plate,https://www.zomato.com/Chennai/kerala0on0plate0sarjapur0road0Chennai,"Kerala, Biryani","Sarjapur Road, Chennai",0,0,3.3,238,100,,,,
Zaikedar Kitchen,https://www.zomato.com/Chennai/zaikedar0kitchen0hsr,"Bengali, North Indian, Chinese","HSR, Chennai",3.7,43,3.2,482,300,,,,
Heavenly Desserts,https://www.zomato.com/Chennai/heavenly0desserts0sarjapur0road,"Desserts, Fast Food","Sarjapur Road, Chennai",0,0,4,19,150,,,,
XOOX Brewmill,https://www.zomato.com/Chennai/xoox0brewmill0koramangala05th0block0Chennai,"North Indian, Continental, Chinese, Mangalorean, Italian, Beverages","Koramangala 5th Block, Chennai",4.4,4240,4,40,2000,,,,
Black Plus White,https://www.zomato.com/Chennai/black0plus0white0hsr0Chennai,"Asian, Thai, North Indian, Chinese, Finger Food, Seafood, Andhra, Biryani","HSR, Chennai",4.2,494,3.6,372,1100,,,,
Ice Treat,https://www.zomato.com/Chennai/ice0treat0hsr,"Chinese, Street Food, Rolls, Burger, Sandwich, Ice Cream, Beverages","HSR, Chennai",3.8,65,3.8,536,400,,,,
Flavors Of India,https://www.zomato.com/Chennai/flavors0of0india0bellandur0Chennai,"Chinese, North Indian, Salad, Fast Food","Bellandur, Chennai",3.5,125,3.8,135,1500,,,,
North Tadka Restaurant,https://www.zomato.com/Chennai/north0tadka0restaurant0koramangala01st0block0Chennai,"North Indian, Chinese","Koramangala 1st Block, Chennai",3,25,3.9,995,300,,,,
Kargeens,https://www.zomato.com/Chennai/kargeens0koramangala06th0block,"Cafe, Continental, Italian, Fast Food, Beverages, Shake","Koramangala 6th Block, Chennai",4.2,1278,3.9,108,600,,,,
Balle0Licious Kitchen,https://www.zomato.com/Chennai/balle0licious0kitchen0hsr0Chennai,"North Indian, Chinese","HSR, Chennai",0,0,3.8,6314,200,,,,
Kachori Kafe,https://www.zomato.com/Chennai/kachori0kafe0hsr,"North Indian, Chinese, Street Food, Fast Food, Beverages","HSR, Chennai",2.9,467,3.7,9837,300,,,,
Ministry of Food 0 Hilton Chennai Embassy GolfLinks,https://www.zomato.com/Chennai/ministry0of0food0hilton0Chennai0embassy0golflinks0domlur0Chennai,"North Indian, Asian, Continental, Italian, Mughlai, Desserts, Shake","Hilton Chennai Embassy GolfLinks, Domlur, Chennai",4.2,665,4,149,3000,,,,
Asia Alive 0 DoubleTree Suites By Hilton,https://www.zomato.com/Chennai/asia0alive0doubletree0suites0by0hilton0sarjapur0road,"North Indian, South Indian, Chinese, Thai, Italian, Burger, Sandwich","DoubleTree Suites By Hilton, Sarjapur Road, Chennai",4,348,3.5,107,2700,,,,
Al0Bek,https://www.zomato.com/Chennai/al0bek0sarjapur0road0Chennai,"Mughlai, Arabian, North Indian, Chinese","Sarjapur Road, Chennai",0,0,3.2,1113,200,,,,
Kritunga Restaurant,https://www.zomato.com/Chennai/kritunga0restaurant010brookefield,"Andhra, Biryani, North Indian","Brookefield, Chennai",3.6,535,3.7,19800,800,,,,
Nadan Pothichoru,https://www.zomato.com/Chennai/nadan0pothichoru0sarjapur0road0Chennai,"Kerala, South Indian, Beverages","Sarjapur Road, Chennai",0,0,3.6,1037,150,,,,
Tharavadu Malabar Biryani,https://www.zomato.com/Chennai/tharavadu0malabar0biryani0sarjapur0road0Chennai,"Kerala, Biryani, South Indian, North Indian, Seafood","Sarjapur Road, Chennai",0,0,3.1,811,150,,,,
Basmati Biriyani Nation,https://www.zomato.com/Chennai/basmati0biriyani0nation0sarjapur0road0Chennai,"Biryani, Mughlai, Fast Food, Desserts","Sarjapur Road, Chennai",0,0,3.4,553,200,,,,
Club Kachori,https://www.zomato.com/Chennai/club0kachori0sarjapur0road0Chennai,"Street Food, Finger Food","Sarjapur Road, Chennai",0,0,3.9,177,100,,,,
The Meal Plate,https://www.zomato.com/Chennai/the0meal0plate0sarjapur0road0Chennai,North Indian,"Sarjapur Road, Chennai",0,0,3.8,3,150,,,,
Apna Veg Dhaba,https://www.zomato.com/Chennai/apna0veg0dhaba0bellandur,North Indian,"Bellandur, Chennai",3.6,43,3.7,1510,300,,,,
Masala Mandi,https://www.zomato.com/Chennai/masala0mandi0sarjapur0road0Chennai,"North Indian, Mughlai, Seafood, Desserts","Sarjapur Road, Chennai",4.5,1560,4.1,1303,1500,,,,
Momos Mania,https://www.zomato.com/Chennai/momos0mania010btm0Chennai,"Momos, Fast Food, Desserts, Beverages, Shake","BTM, Chennai",0,0,3.7,24,100,,,,
Dande's Hyderabad Biryani,https://www.zomato.com/Chennai/dandes0hyderabad0biryani0sarjapur0road0Chennai,"Andhra, Biryani, North Indian, Chinese","Sarjapur Road, Chennai",0,0,3.5,626,200,,,,
Basmati Express,https://www.zomato.com/Chennai/basmati0express0sarjapur0road0Chennai,"Chettinad, North Indian","Sarjapur Road, Chennai",0,0,3.7,543,150,,,,
Once Upon A Flame,https://www.zomato.com/Chennai/once0upon0a0flame0hsr,"Steak, Continental, Fast Food, BBQ, Beverages, Shake","HSR, Chennai",4.7,2426,4.2,2504,1400,,,,
Momoz Express,https://www.zomato.com/Chennai/momoz0express0bellandur0Chennai,"North Indian, Chinese, Biryani, Momos","Bellandur, Chennai",0,0,3.9,21,200,,,,
Kottayam Curries,https://www.zomato.com/Chennai/kottayam0curries0sarjapur0road0Chennai,Kerala,"Sarjapur Road, Chennai",0,0,4,81,100,,,,
Tawa Ghar Ka,https://www.zomato.com/Chennai/tawa0ghar0ka0hsr,North Indian,"HSR, Chennai",3.6,191,3.8,6513,350,,,,
BTC 0 Bathinda Thali Company,https://www.zomato.com/Chennai/btc0bathinda0thali0company0hsr0Chennai,"North Indian, Chinese, Mughlai, Desserts, Beverages","HSR, Chennai",0,0,3.7,151,200,,,,
Coco Spicy,https://www.zomato.com/Chennai/coco0spicy0sarjapur0road0Chennai,"Kerala, North Indian, Chinese","Sarjapur Road, Chennai",3.5,32,3.9,578,400,,,,
Nati Style Donne Biriyani,https://www.zomato.com/Chennai/nati0style0donne0biriyani010hsr0Chennai,"Biryani, North Indian, Mughlai","HSR, Chennai",0,2,3.2,305,450,,,,
Rashtrakutas,https://www.zomato.com/Chennai/rashtrakutas0hsr,"Chettinad, North Indian","HSR, Chennai",3.8,409,4.1,2503,600,,,,
Grub@99 ,https://www.zomato.com/Chennai/grub@990bellandur0Chennai,"North Indian, Chinese, Wraps","Bellandur, Chennai",0,0,3.5,84,300,,,,
The Bowl Ministry,https://www.zomato.com/Chennai/the0bowl0ministry0bellandur0Chennai,"Chinese, North Indian, Salad, Modern Indian, Desserts, Beverages","Bellandur, Chennai",0,0,2.9,42,200,,,,
Palki's,https://www.zomato.com/Chennai/palkis0bellandur,"North Indian, Biryani","Bellandur, Chennai",0,0,3.6,318,200,,,,
Sri Gurudev Darshini,https://www.zomato.com/Chennai/sri0gurudev0darshini0hsr,"South Indian, Chinese","HSR, Chennai",3.8,19,4,1705,300,,,,
Yummy Punjabi,https://www.zomato.com/Chennai/yummy0punjabi0bellandur0Chennai,"North Indian, Chinese, Biryani","Bellandur, Chennai",0,0,3.4,3442,150,,,,
Sector 7 Café,https://www.zomato.com/Chennai/sector070café0hsr0Chennai,"Continental, Salad, Fast Food, Italian, American, Beverages","HSR, Chennai",4.3,1231,3.9,1493,700,,,,
Delhite Food,https://www.zomato.com/Chennai/delhite0food0bellandur0Chennai,North Indian,"Bellandur, Chennai",3.1,62,3.5,3143,300,,,,
Homelicious Food,https://www.zomato.com/Chennai/homelicious0food0rammurthy0nagar0Chennai,"North Indian, Beverages","Rammurthy Nagar, Chennai",3.9,103,3.6,1078,350,,,,
Punjabi United 0 Pure Veg,https://www.zomato.com/Chennai/punjabi0united0pure0veg0hsr0Chennai,"North Indian, Chinese, Desserts","HSR, Chennai",0,0,3.9,1582,150,,,,
Take EAT Easy,https://www.zomato.com/Chennai/take0eat0easy0sarjapur0road,North Indian,"Sarjapur Road, Chennai",0,0,4.1,159,100,,,,
Bong Express,https://www.zomato.com/Chennai/bong0express0sarjapur0road0Chennai,"Chinese, Wraps, North Indian, Fast Food, Bengali","Sarjapur Road, Chennai",0,0,3.6,76,200,,,,
Haji Dum Biryani,https://www.zomato.com/Chennai/haji0dum0biryani010bellandur0Chennai,"Biryani, North Indian, Fast Food, Chinese","Bellandur, Chennai",0,0,4,25,200,,,,
FreshMenu,https://www.zomato.com/Chennai/freshmenu0richmond0road,"Continental, North Indian, Biryani","Richmond Road, Chennai",0,0,3.9,17500,200,,,,
McDonald's,https://www.zomato.com/Chennai/mcdonalds0mg0road,"Burger, Beverages, Fast Food, Desserts","MG Road, Chennai",3.7,211,4,5166,400,,,,
Domino's Pizza,https://www.zomato.com/Chennai/dominos0pizza010mg0road,"Pizza, Fast Food, Desserts","MG Road, Chennai",3.3,76,4.1,1666,400,,,,
KFC,https://www.zomato.com/Chennai/kfc010brigade0road,"Burger, Fast Food, Biryani, Desserts, Beverages","Garuda Mall, Magrath Road, Chennai",3.6,296,3.3,3362,400,,,,
Al0Bek,https://www.zomato.com/Chennai/al0bek0malleshwaram,"Mughlai, Arabian, North Indian, Chinese, Seafood","Malleshwaram, Chennai",4.1,1319,4.1,32299,750,,,,
Donne Biryani House,https://www.zomato.com/Chennai/donne0biryani0house0malleshwaram,"Biryani, South Indian","Malleshwaram, Chennai",3.7,104,4,5769,300,,,,
Burger King,https://www.zomato.com/Chennai/burger0king0commercial0street,"Burger, Fast Food, Beverages, Desserts","Commercial Street, Chennai",4.1,731,4.1,9045,400,,,,
Pizza Hut,https://www.zomato.com/Chennai/pizza0hut0shanti0nagar,"Pizza, Fast Food, Desserts, Beverages","Shanti Nagar, Chennai",3.7,263,3.8,3502,400,,,,
A2B 0 Adyar Ananda Bhavan,https://www.zomato.com/Chennai/a2b0adyar0ananda0bhavan0ulsoor0Chennai,"South Indian, Fast Food, Street Food, Ice Cream, Beverages, North Indian, Chinese","Ulsoor, Chennai",3,65,3.9,1111,800,,,,
Mani's Dum Biryani,https://www.zomato.com/Chennai/manis0dum0biryani0ulsoor,"Biryani, Kebab","Ulsoor, Chennai",4,221,4.2,4024,800,,,,
Andhra Gunpowder,https://www.zomato.com/Chennai/andhra0gunpowder0brigade0road0Chennai,"Biryani, South Indian, Desserts, Beverages","Brigade Road, Chennai",0,0,4.3,1706,200,,,,
Leon Grill,https://www.zomato.com/Chennai/leon0grill0st0marks0road,"Burger, Fast Food, Wraps, Street Food, Desserts, Beverages","St. Marks Road, Chennai",4.1,457,4.3,16400,400,,,,
Kanti Sweets,https://www.zomato.com/Chennai/kanti0sweets0brigade0road,"Mithai, Street Food, Desserts","Brigade Road, Chennai",3.8,109,4.3,2310,400,,,,
Biryani Trip,https://www.zomato.com/Chennai/biryani0trip0brigade0road0Chennai,Biryani,"Brigade Road, Chennai",0,0,4.3,848,250,,,,
Dindigul Thalappakatti,https://www.zomato.com/Chennai/dindigul0thalappakatti0brigade0road0Chennai,"Biryani, North Indian, South Indian, Chinese, Beverages","Brigade Road, Chennai",3.9,97,3.7,1996,400,,,,
Five Star Chicken,https://www.zomato.com/Chennai/five0star0chicken010richmond0road,"Wraps, Burger, Rolls, Fast Food, Street Food","Richmond Road, Chennai",0,0,3.6,340,100,,,,
Thalassery Restaurant,https://www.zomato.com/Chennai/thalassery0restaurant0banaswadi0Chennai,"Kerala, North Indian, Chinese, Seafood, Beverages, Shake","Banaswadi, Chennai",2.7,60,3.8,2420,700,,,,
Ovenstory Pizza,https://www.zomato.com/Chennai/ovenstory0pizza010shanti0nagar0Chennai,"Pizza, Desserts","Shanti Nagar, Chennai",0,0,4,542,250,,,,
Polar Bear,https://www.zomato.com/Chennai/polar0bear0frazer0town0Chennai,"Ice Cream, Beverages, Shake","Frazer Town, Chennai",3.8,34,4.3,988,350,,,,
Hyderabad Biryaani House,https://www.zomato.com/Chennai/hyderabad0biryaani0house010richmond0road0Chennai,"Biryani, North Indian, Hyderabadi, Mughlai, Chinese","Richmond Road, Chennai",3.4,47,4,4824,500,,,,
Anand Sweets And Savouries,https://www.zomato.com/Chennai/anand0sweets0and0savouries0commercial0street0Chennai,"Mithai, Street Food, Desserts, Beverages","Commercial Street, Chennai",0,0,4.4,1665,150,,,,
Paakashala,https://www.zomato.com/Chennai/paakashala0mg0road0Chennai,"South Indian, Street Food, Chinese, Fast Food, Ice Cream, Beverages","MG Road, Chennai",4,120,4,611,250,,,,
Subway,https://www.zomato.com/Chennai/subway0lavelle0road,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps","UB City, Chennai",3.5,133,3.8,929,400,,,,
Corner House Ice Creams,https://www.zomato.com/Chennai/corner0house0ice0creams0residency0road0Chennai,"Desserts, Ice Cream, Beverages","Residency Road, Chennai",4.5,726,4.5,5557,300,,,,
Behrouz Biryani,https://www.zomato.com/Chennai/behrouz0biryani0shanti0nagar0Chennai,"Biryani, Mughlai","Shanti Nagar, Chennai",0,0,4.2,237,350,,,,
Madras Meal Company,https://www.zomato.com/Chennai/madras0meal0company0brigade0road0Chennai,South Indian,"Brigade Road, Chennai",0,0,4.2,346,150,,,,
Taco Bell,https://www.zomato.com/Chennai/taco0bell0brigade0road0Chennai,"Mexican, Fast Food, Wraps, Beverages","Garuda Mall, Magrath Road, Chennai",3.9,80,4,1301,600,,,,
Chicking,https://www.zomato.com/Chennai/chicking010rajajinagar0Chennai,"Burger, Pizza, Fast Food","Rajajinagar, Chennai",0,0,4,26,200,,,,
EatFit,https://www.zomato.com/Chennai/eatfit0cunningham0road0Chennai,"Mithai, North Indian, Pizza, Burger, Fast Food, Street Food, Desserts, Beverages","Cunningham Road, Chennai",0,0,4,649,200,,,,
Amma's Pastries,https://www.zomato.com/Chennai/ammas0pastries0ulsoor,Bakery,"Ulsoor, Chennai",3.9,152,4.2,444,400,,,,
Sharief Bhai,https://www.zomato.com/Chennai/sharief0bhai0frazer0town0Chennai,"Mughlai, Arabian, Afghan, Biryani, Kebab, Street Food, Beverages","Frazer Town, Chennai",4.2,647,4.1,5861,800,,,,
Nagarjuna,https://www.zomato.com/Chennai/nagarjuna0residency0road,"Andhra, Biryani, North Indian","Residency Road, Chennai",4.5,2290,4.3,492,800,,,,
Beijing Bites,https://www.zomato.com/Chennai/beijing0bites0richmond0road,"Chinese, Thai, Seafood, Healthy Food","Richmond Road, Chennai",3.6,296,3.9,3546,800,,,,
Imperial Restaurant,https://www.zomato.com/Chennai/imperial0restaurant0residency0road,"Mughlai, North Indian, Biryani, Chinese, Seafood, Ice Cream, Desserts, Beverages","Residency Road, Chennai",4,453,3.8,5229,700,,,,
Hotel Aditya,https://www.zomato.com/Chennai/hotel0aditya0rajajinagar,"South Indian, Biryani","Rajajinagar, Chennai",4.4,642,4.4,7345,300,,,,
Vijayalakshmi,https://www.zomato.com/Chennai/vijayalakshmi0basavanagudi0Chennai,"South Indian, Chinese, North Indian","Basavanagudi, Chennai",3.9,210,3.9,24100,300,,,,
WOW! Momo,https://www.zomato.com/Chennai/wow0momo010brigade0road,"Momos, Fast Food, Tibetan","Brigade Road, Chennai",3.3,190,4,1881,400,,,,
Anjappar,https://www.zomato.com/Chennai/anjappar0brigade0road0Chennai,"Chettinad, Biryani, Chinese, Seafood, South Indian, Mughlai, North Indian, Desserts","Brigade Road, Chennai",2.8,34,3.9,1041,800,,,,
Barbeque Nation,https://www.zomato.com/Chennai/barbeque0nation0mg0road0Chennai,"BBQ, Mughlai, Biryani, North Indian, Desserts, Beverages","MG Road, Chennai",4.6,1614,3.9,480,1600,,,,
Faasos 0 Wraps & Rolls,https://www.zomato.com/Chennai/faasos0wraps0rolls0shanti0nagar0Chennai,"North Indian, Desserts, Wraps, Beverages","Shanti Nagar, Chennai",0,0,4.2,429,200,,,,
Kwality Wall’s Frozen Dessert and Ice Cream Shop,https://www.zomato.com/Chennai/kwality0walls0frozen0dessert0and0ice0cream0shop0richmond0road0Chennai,"Desserts, Ice Cream","Richmond Road, Chennai",0,0,4.3,10,100,,,,
Lassi Shop ,https://www.zomato.com/Chennai/lassi0shop010residency0road0Chennai,"Beverages, Fast Food, Desserts, Shake","Residency Road, Chennai",3.5,0,3.9,11,400,,,,
Natural Ice Cream,https://www.zomato.com/Chennai/natural0ice0cream0st0marks0road,"Ice Cream, Beverages","St. Marks Road, Chennai",4.1,251,4.6,866,300,,,,
California Burrito,https://www.zomato.com/Chennai/california0burrito0cunningham0road,"Mexican, Fast Food, Beverages, Desserts","Sigma Mall, Cunningham Road, Chennai",3.8,141,4.2,3025,500,,,,
Glen's Bakehouse,https://www.zomato.com/Chennai/glens0bakehouse0lavelle0road,"Bakery, Italian, Pizza, Sandwich, Street Food, Desserts, Beverages","Lavelle Road, Chennai",4.3,1488,4.2,4638,400,,,,
Savi Sagar,https://www.zomato.com/Chennai/savi0sagar0malleshwaram0Chennai,"North Indian, South Indian, Chinese, Sandwich, Street Food, Ice Cream, Juices, Beverages","Malleshwaram, Chennai",3.9,215,3.8,19400,500,,,,
Chikpet Donne Biriyani House,https://www.zomato.com/Chennai/chikpet0donne0biriyani0house0rajajinagar,"Andhra, Biryani","Rajajinagar, Chennai",3.5,117,3.8,4807,300,,,,
Kuttanad Restaurant,https://www.zomato.com/Chennai/kuttanad0restaurant0nagawara,"Kerala, North Indian, Chinese, Seafood, Beverages, South Indian","Nagawara, Chennai",4,259,4,12700,500,,,,
NIC 0 Natural Ice Creams,https://www.zomato.com/Chennai/nic0natural0ice0creams0frazer0town0Chennai,Ice Cream,"Frazer Town, Chennai",0,0,4.5,1568,100,,,,
Shree Mahalakshmi Sweets,https://www.zomato.com/Chennai/shree0mahalakshmi0sweets020basavanagudi0Chennai,"Mithai, Street Food","Basavanagudi, Chennai",0,0,4.1,652,100,,,,
Ludos Pizza,https://www.zomato.com/Chennai/ludos0pizza0richmond0road0Chennai,Pizza,"Richmond Road, Chennai",0,0,4,19,200,,,,
WarmOven Cake & Desserts,https://www.zomato.com/Chennai/warmoven0cake0desserts0vasanth0nagar0Chennai,"Bakery, Desserts","Vasanth Nagar, Chennai",0,0,4,467,350,,,,
LunchBox 0 Meals and Thalis,https://www.zomato.com/Chennai/lunchbox0meals0and0thalis0shanti0nagar0Chennai,"North Indian, Healthy Food, Beverages, Chinese","Shanti Nagar, Chennai",0,0,3.6,114,200,,,,
Adiga's,https://www.zomato.com/Chennai/adigas0majestic0Chennai,"South Indian, North Indian, Chinese, Street Food, Desserts, Ice Cream, Beverages","Majestic, Chennai",2.7,144,3.6,3248,800,,,,
Rahhams,https://www.zomato.com/Chennai/rahhams0frazer0town0Chennai,"Biryani, Mughlai, North Indian, Kebab, Chinese, Seafood, Rolls, Beverages","Frazer Town, Chennai",4,976,3.8,7989,700,,,,
Great Indian Khichdi,https://www.zomato.com/Chennai/great0indian0khichdi0cunningham0road0Chennai,"Healthy Food, Beverages","Cunningham Road, Chennai",0,0,4,44,150,,,,
Ambur Biryani Point,https://www.zomato.com/Chennai/ambur0biryani0point0koramangala08th0block0Chennai,"Biryani, Fast Food","Koramangala 8th Block, Chennai",0,0,3.7,174,100,,,,
Swathi,https://www.zomato.com/Chennai/swathi0rajajinagar,"Andhra, North Indian, Chinese, Shake","Rajajinagar, Chennai",3.6,610,4.1,5018,700,,,,
Smoor,https://www.zomato.com/Chennai/smoor0mg0road0Chennai,"Bakery, Desserts","1 MG Road Mall, MG Road, Chennai",0,0,4.2,761,350,,,,
Krispy Kreme,https://www.zomato.com/Chennai/krispy0kreme0richmond0road,"Desserts, Beverages","Richmond Road, Chennai",3.5,61,4.4,735,400,,,,
Brahmins' Thatte Idli,https://www.zomato.com/Chennai/brahmins0thatte0idli010malleshwaram0Chennai,South Indian,"Malleshwaram, Chennai",3.4,2,4.3,1614,200,,,,
Savoury Restaurant,https://www.zomato.com/Chennai/savoury0restaurant010frazer0town,"Arabian, Mughlai, North Indian, Chinese, Fast Food, Beverages, Shake","Frazer Town, Chennai",4.3,1587,4.1,4991,750,,,,
Pathaan Sir,https://www.zomato.com/Chennai/pathaan0sir0frazer0town,"Rolls, Fast Food","Frazer Town, Chennai",3.3,131,3.9,9253,300,,,,
Theobroma,https://www.zomato.com/Chennai/theobroma0lavelle0road0Chennai,"Desserts, Bakery, Beverages, Fast Food, Sandwich","Lavelle Road, Chennai",2.4,21,4.3,1029,400,,,,
Thalaivars Biryani,https://www.zomato.com/Chennai/thalaivars0biryani0cunningham0road0Chennai,"Biryani, South Indian","Cunningham Road, Chennai",0,0,4.1,754,250,,,,
Wendy's,https://www.zomato.com/Chennai/wendys0shanti0nagar0Chennai,"Burger, Fast Food","Shanti Nagar, Chennai",0,0,3.7,84,200,,,,
Baskin Robbins,https://www.zomato.com/Chennai/baskin0robbins0church0street,"Ice Cream, Desserts, Beverages","Church Street, Chennai",3.1,42,4,340,400,,,,
Devi Uphara,https://www.zomato.com/Chennai/devi0uphara0vijay0nagar,"South Indian, Chinese, North Indian, Street Food, Beverages, Shake","Vijay Nagar, Chennai",3.9,263,3.9,32700,300,,,,
New Agarwal Bhavan,https://www.zomato.com/Chennai/new0agarwal0bhavan0sadashiv0nagar0Chennai,"Mithai, Street Food","Sadashiv Nagar, Chennai",3.5,5,4.1,1057,200,,,,
Asha Sweets Center,https://www.zomato.com/Chennai/asha0sweets0center0malleshwaram0Chennai,"Mithai, Street Food","Malleshwaram, Chennai",0,0,4.5,2788,100,,,,
Chai Point,https://www.zomato.com/Chennai/chai0point0mg0road,"Tea, North Indian, Fast Food, Street Food, Beverages","MG Road, Chennai",0,0,4,4355,150,,,,
Gabru Bistro & Cafe,https://www.zomato.com/Chennai/gabru0bistro0cafe0new0bel0road0Chennai,"North Indian, Mughlai, Chinese, Kebab, Rolls, Sandwich, Biryani, Beverages","New BEL Road, Chennai",3.5,51,3.5,1924,700,,,,
Mad Over Donuts,https://www.zomato.com/Chennai/mad0over0donuts0brigade0road,"Desserts, Beverages","Garuda Mall, Magrath Road, Chennai",3.9,158,4.1,937,250,,,,
Bakingo,https://www.zomato.com/Chennai/bakingo0rt0nagar0Chennai,"Bakery, Desserts","RT Nagar, Chennai",0,0,4,4083,350,,,,
Vishnu Garden,https://www.zomato.com/Chennai/vishnu0garden0rt0nagar,"South Indian, North Indian, Chinese, Fast Food, Street Food, Ice Cream, Beverages, Shake","RT Nagar, Chennai",3.8,238,4.1,7270,400,,,,
Sree Banashankari Donne Biriyani,https://www.zomato.com/Chennai/sree0banashankari0donne0biriyani0basaveshwara0nagar0Chennai,"Biryani, South Indian","Basaveshwara Nagar, Chennai",4,277,4,19600,300,,,,
Sultan 0 Palace Darbar Restaurant,https://www.zomato.com/Chennai/sultan0palace0darbar0restaurant0nagawara0Chennai,"North Indian, Chinese","Nagawara, Chennai",3.5,52,3.6,12500,400,,,,
Roll N Rock,https://www.zomato.com/Chennai/roll0n0rock0kumaraswamy0layout,"Chinese, North Indian, Rolls","Kumaraswamy Layout, Chennai",0,0,4,7531,100,,,,
Sattvam,https://www.zomato.com/Chennai/sattvam0sadashiv0nagar,"North Indian, South Indian","Sadashiv Nagar, Chennai",4.5,2401,4,949,1500,,,,
Starbucks Coffee,https://www.zomato.com/Chennai/starbucks0coffee0lavelle0road0Chennai,"Coffee, Desserts, Beverages","Lavelle Road, Chennai",4,83,3.9,188,600,,,,
The Belgian Waffle Co.,https://www.zomato.com/Chennai/the0belgian0waffle0co0seshadripuram0Chennai,"Desserts, Ice Cream, Waffle","Seshadripuram, Chennai",0,1,4.5,424,300,,,,
Madurai Idly Shop,https://www.zomato.com/Chennai/madurai0idly0shop0shivajinagar0Chennai,"South Indian, Chinese","Shivajinagar, Chennai",2.4,5,4.1,446,300,,,,
Aligarh House,https://www.zomato.com/Chennai/aligarh0house0cunningham0road0Chennai,"Biryani, North Indian, Kebab, Desserts, Beverages","Cunningham Road, Chennai",0,0,3.7,144,250,,,,
Samosa Party,https://www.zomato.com/Chennai/samosa0party0brigade0road0Chennai,"Fast Food, Beverages, Burger, Tea","Brigade Road, Chennai",3.5,16,3.9,498,200,,,,
Donne Biryani Kuteera,https://www.zomato.com/Chennai/donne0biryani0kuteera0banaswadi,"Biryani, South Indian","Banaswadi, Chennai",3.8,165,4,8135,400,,,,
Rolls On Wheels,https://www.zomato.com/Chennai/rolls0on0wheels0cunningham0road,"Rolls, Chinese, North Indian","Cunningham Road, Chennai",3.1,84,4.2,923,300,,,,
Rajdhani,https://www.zomato.com/Chennai/rajdhani010malleshwaram0Chennai,"Gujarati, North Indian","Mantri Square, Malleshwaram, Chennai",4.1,689,3.6,2686,1000,,,,
Chinese Wok 0 Wok Express,https://www.zomato.com/Chennai/chinese0wok0wok0express0malleshwaram0Chennai,"Momos, Chinese","Malleshwaram, Chennai",0,0,3.8,85,200,,,,
Chaayos Chai+Snacks=Relax,https://www.zomato.com/Chennai/chaayos0chai0snacks0relax0cunningham0road0Chennai,Beverages,"Cunningham Road, Chennai",3.4,61,4.2,133,350,,,,
The Biryani Life,https://www.zomato.com/Chennai/the0biryani0life0shanti0nagar0Chennai,"Fast Food, North Indian, Desserts, Beverages","Shanti Nagar, Chennai",0,0,4,52,250,,,,
Ghee And Turmeric,https://www.zomato.com/Chennai/ghee0and0turmeric0cunningham0road0Chennai,North Indian,"Cunningham Road, Chennai",0,0,4.2,167,350,,,,
New Shanthi Sagar,https://www.zomato.com/Chennai/new0shanthi0sagar0rajajinagar0Chennai,"Chinese, Street Food, North Indian, South Indian, Beverages, Ice Cream, Shake","Rajajinagar, Chennai",3.2,46,4.1,4875,400,,,,
IDC Kitchen,https://www.zomato.com/Chennai/idc0kitchen0residency0road0Chennai,"South Indian, Beverages","Residency Road, Chennai",3.1,25,4.1,1334,150,,,,
Iyer Mess,https://www.zomato.com/Chennai/iyer0mess0malleshwaram,South Indian,"Malleshwaram, Chennai",4.1,371,4.2,4404,150,,,,
Yumlane Pizza,https://www.zomato.com/Chennai/yumlane0pizza0cunningham0road0Chennai,"Pizza, Fast Food, Desserts, Beverages","Cunningham Road, Chennai",0,0,3.9,144,250,,,,
Hyderabad Biryani House,https://www.zomato.com/Chennai/hyderabad0biryani0house0malleshwaram0Chennai,"Biryani, Hyderabadi, Chinese, North Indian, Mughlai, Desserts, Beverages, Shake","Malleshwaram, Chennai",4.2,439,4,4849,800,,,,
Ammas Cakes,https://www.zomato.com/Chennai/ammas0cakes0nagarbhavi0Chennai,"Bakery, Desserts, Street Food","Nagarbhavi, Chennai",0,0,4.1,2926,250,,,,
Nandini Deluxe,https://www.zomato.com/Chennai/nandini0deluxe0banaswadi0Chennai,"Biryani, Mughlai, North Indian, Seafood, Chinese","Banaswadi, Chennai",3.3,106,3.8,6897,700,,,,
Empire Juices And Ice Creams,https://www.zomato.com/Chennai/empire0juices0and0ice0creams0church0street0Chennai,"Beverages, Ice Cream, Desserts, Shake","Church Street, Chennai",0,0,3.7,191,100,,,,
The Good Bowl,https://www.zomato.com/Chennai/the0good0bowl0shanti0nagar0Chennai,"North Indian, Mughlai","Shanti Nagar, Chennai",0,0,4,77,200,,,,
UBQ By Barbeque Nation,https://www.zomato.com/Chennai/ubq0by0barbeque0nation010indiranagar0Chennai,"North Indian, Kebab, BBQ, Biryani","Indiranagar, Chennai",0,0,3.7,1205,250,,,,
ibaco,https://www.zomato.com/Chennai/ibaco0brigade0road0Chennai,Desserts,"Brigade Road, Chennai",3.9,107,4.6,250,250,,,,
Sangam Sweets,https://www.zomato.com/Chennai/sangam0sweets0majestic,"Mithai, Street Food, Fast Food","Majestic, Chennai",4,129,4.4,290,250,,,,
