Name,URL,Cuisines,Area,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,AverageCost,,,2427,0
Rajasthani Dhaba,https://www.zomato.com/Chennai/rajasthani0dhaba0shanti0nagar0Chennai,"Rajasthani, North Indian","Shanti Nagar, Chennai",3.6,27,3.9,660,400,,,,
Mandya Gowdru Donne Biryani,https://www.zomato.com/Chennai/mandya0gowdru0donne0biryani0hsr0Chennai,"Biryani, South Indian, Chettinad","HSR, Chennai",3.7,202,3.9,11700,300,,,,
Tarbouche,https://www.zomato.com/Chennai/tarbouche0koramangala08th0block0Chennai,"Rolls, Middle Eastern, Lebanese","Koramangala 8th Block, Chennai",2.6,6,3.7,5375,300,,,,
Go Native,https://www.zomato.com/Chennai/go0native0hsr0Chennai,"Healthy Food, South Indian, Fast Food, Desserts, Beverages","HSR, Chennai",4.3,591,3.8,956,1000,,,,
Artinci 0 Indulge Guilt Free!,https://www.zomato.com/Chennai/artinci0indulge0guilt0free0koramangala01st0block0Chennai,"Ice Cream, Desserts, Beverages","Koramangala 1st Block, Chennai",0,0,4.4,143,150,,,,
Al Makkah Restaurant,https://www.zomato.com/Chennai/al0makkah0restaurant0btm0Chennai,"Biryani, Chinese, North Indian","BTM, Chennai",3.6,14,4.1,589,400,,,,
Gudbud,https://www.zomato.com/Chennai/gudbud0koramangala07th0block0Chennai,"Ice Cream, Beverages","Koramangala 7th Block, Chennai",4.2,209,4.3,3646,300,,,,
Paratha Box 0 2X Filling,https://www.zomato.com/Chennai/paratha0box02x0filling0koramangala07th0block0Chennai,"North Indian, Desserts, Beverages","Koramangala 7th Block, Chennai",0,0,4,34,150,,,,
Arogya Ahaara,https://www.zomato.com/Chennai/arogya0ahaara0hsr,"South Indian, Chinese","HSR, Chennai",4.8,838,4,3349,100,,,,
Vinaya Cafe,https://www.zomato.com/Chennai/vinaya0cafe0jayanagar,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Desserts, Beverages, Shake","Jayanagar, Chennai",2.9,12,3.5,207,400,,,,
Simpli Namdhari's,https://www.zomato.com/Chennai/simpli0namdharis0jayanagar0Chennai,"Healthy Food, European, Pizza, Fast Food, Beverages","Jayanagar, Chennai",3.1,7,4,1600,400,,,,
Cupcake Noggins,https://www.zomato.com/Chennai/cupcake0noggins0koramangala04th0block0Chennai,"Bakery, Desserts","Koramangala 4th Block, Chennai",4.2,774,3.9,418,400,,,,
ITC Master Chef Creations,https://www.zomato.com/Chennai/itc0master0chef0creations0koramangala07th0block0Chennai,"North Indian, Mughlai, Mediterranean, Desserts","Koramangala 7th Block, Chennai",0,0,4.1,73,350,,,,
Khichadiwala,https://www.zomato.com/Chennai/khichadiwala0hsr0Chennai,"North Indian, Healthy Food","HSR, Chennai",0,0,4.3,9496,100,,,,
Sandwich Eats,https://www.zomato.com/Chennai/sandwich0eats0hsr0Chennai,"Sandwich, Fast Food, Beverages, Shake","HSR, Chennai",0,0,3.8,3528,100,,,,
Andhra Delight,https://www.zomato.com/Chennai/andhra0delight010koramangala01st0block0Chennai,"Andhra, Biryani","Koramangala 1st Block, Chennai",0,0,3.9,2480,250,,,,
Alfa Family Restaurant,https://www.zomato.com/Chennai/alfa0family0restaurant010wilson0garden,"North Indian, Chinese, South Indian, Mughlai, Fast Food, Beverages","Wilson Garden, Chennai",3,59,4,397,500,,,,
Castle Restaurant,https://www.zomato.com/Chennai/castle0restaurant0btm0Chennai,"South Indian, North Indian, Chinese","BTM, Chennai",3.6,6,4.2,129,600,,,,
Pure & Natural,https://www.zomato.com/Chennai/pure0natural0jayanagar,"Healthy Food, Beverages, Fast Food, Italian, Juices, Salad, Shake","Jayanagar, Chennai",3.6,256,4.1,1356,500,,,,
Khan Saheb Grills And Rolls,https://www.zomato.com/Chennai/khan0saheb0grills0and0rolls0hsr0Chennai,"Rolls, North Indian, Mughlai","HSR, Chennai",0,0,3.7,545,250,,,,
S M V Snacks Corner,https://www.zomato.com/Chennai/s0m0v0snacks0corner0basavanagudi,"Fast Food, Street Food, Ice Cream, Desserts","Basavanagudi, Chennai",0,0,4.2,364,100,,,,
Bangaliana,https://www.zomato.com/Chennai/bangaliana0koramangala07th0block,"Bengali, Seafood","Koramangala 7th Block, Chennai",3.7,448,3.9,2219,600,,,,
MDP Coffee House,https://www.zomato.com/Chennai/mdp0coffee0house010hsr0Chennai,"South Indian, Beverages, Shake, Tea","HSR, Chennai",3.7,24,4,217,100,,,,
Elixir 0 Luxury Pearls Drink,https://www.zomato.com/Chennai/elixir0luxury0pearls0drink0koramangala07th0block0Chennai,Beverages,"Koramangala 7th Block, Chennai",0,1,4,44,200,,,,
Mad Momos,https://www.zomato.com/Chennai/mad0momos0bommanahalli0Chennai,Momos,"Bommanahalli, Chennai",0,0,3.9,309,150,,,,
Wat0A0Burger 0 India Ka Burger,https://www.zomato.com/Chennai/wat0a0burger0india0ka0burger0jayanagar0Chennai,"Burger, Fast Food, Beverages, Sandwich, Wraps","Jayanagar, Chennai",3.8,94,4.2,1948,500,,,,
Kebarbiq Restaurant,https://www.zomato.com/Chennai/kebarbiq0restaurant0hsr0Chennai,"BBQ, Arabian, Continental, North Indian, Middle Eastern, Chinese, Beverages","HSR, Chennai",4.1,320,3.9,2031,800,,,,
Puneri Katta,https://www.zomato.com/Chennai/puneri0katta0btm0Chennai,"Maharashtrian, Street Food","BTM, Chennai",0,1,4.3,961,200,,,,
SLV Ragigudda,https://www.zomato.com/Chennai/slv0ragigudda0jayanagar0Chennai,"South Indian, North Indian, Chinese, Street Food","Jayanagar, Chennai",3.2,46,4.1,1321,400,,,,
Hakuna Matata,https://www.zomato.com/Chennai/hakuna0matata0jp0nagar,"North Indian, Asian, Seafood, Chinese","JP Nagar, Chennai",4.5,4288,4.2,1633,1400,,,,
Juice Junction Food Court,https://www.zomato.com/Chennai/juice0junction0food0court0hsr,"Fast Food, Beverages, Juices, Sandwich, Shake","HSR, Chennai",3.8,229,3.9,1570,150,,,,
Chikkanna Tiffin Room,https://www.zomato.com/Chennai/chikkanna0tiffin0room010city0market0Chennai,South Indian,"City Market, Chennai",4.2,263,4.3,485,200,,,,
Tharavadu,https://www.zomato.com/Chennai/tharavadu0hsr0Chennai,"Chinese, North Indian, Kerala, South Indian, Biryani, Seafood, Mughlai","HSR, Chennai",3.8,162,3.9,5979,500,,,,
Malabar Cafe,https://www.zomato.com/Chennai/malabar0cafe0koramangala07th0block0Chennai,"Kerala, South Indian, North Indian","Koramangala 7th Block, Chennai",3.1,10,3.6,1053,400,,,,
Darjeeling Hot Momos,https://www.zomato.com/Chennai/darjeeling0hot0momos010btm0Chennai,Momos,"BTM, Chennai",0,0,4.1,179,100,,,,
The Sugar Free Keto Kafe 0 By Artinci,https://www.zomato.com/Chennai/the0sugar0free0keto0kafe0by0artinci010koramangala01st0block0Chennai,"Desserts, Ice Cream, Bakery","Koramangala 1st Block, Chennai",0,0,4,95,150,,,,
Burger Friendz,https://www.zomato.com/Chennai/burger0friendz0btm0Chennai,"Burger, Fast Food","BTM, Chennai",3,7,4,17,200,,,,
Curry On Tikka,https://www.zomato.com/Chennai/curry0on0tikka0hsr0Chennai,"North Indian, Mughlai, Kebab","HSR, Chennai",0,0,3.4,234,250,,,,
Pasta Street,https://www.zomato.com/Chennai/pasta0street0koramangala04th0block0Chennai,"Pasta, Pizza, Italian, European, Salad, Desserts, Beverages","Koramangala 4th Block, Chennai",4.8,2807,4.1,1565,1500,,,,
Havmor Ice Cream,https://www.zomato.com/Chennai/havmor0ice0cream010jayanagar0Chennai,"Desserts, Ice Cream, Beverages","Jayanagar, Chennai",3.8,61,4.1,1158,300,,,,
The Betel Leaf Co 0 Paan The Healthy Indian Dessert,https://www.zomato.com/Chennai/the0betel0leaf0co0paan0the0healthy0indian0dessert0koramangala06th0block0Chennai,Paan,"Koramangala 6th Block, Chennai",0,0,4.6,244,200,,,,
Globo Ice Creams of the World,https://www.zomato.com/Chennai/globo0ice0creams0of0the0world0koramangala06th0block0Chennai,Ice Cream,"Koramangala 6th Block, Chennai",0,0,4,8,100,,,,
Amma's  Pastries ,https://www.zomato.com/Chennai/ammas0pastries010koramangala07th0block0Chennai,Bakery,"Koramangala 7th Block, Chennai",0,0,4,123,100,,,,
Aramane Donne Biriyani,https://www.zomato.com/Chennai/aramane0donne0biriyani0koramangala08th0block0Chennai,"Biryani, North Indian, Chinese, Andhra","Koramangala 8th Block, Chennai",3.2,19,4,1312,350,,,,
Tikka Kebab Express,https://www.zomato.com/Chennai/tikka0kebab0express0bommanahalli0Chennai,"Chinese, North Indian, Mughlai, Biryani, Beverages","Bommanahalli, Chennai",0,3,3.7,277,550,,,,
S N Refreshments,https://www.zomato.com/Chennai/s0n0refreshments0jp0nagar,South Indian,"JP Nagar, Chennai",4.6,726,4.3,1633,100,,,,
Tapri By The Corner,https://www.zomato.com/Chennai/tapri0by0the0corner0koramangala05th0block,"North Indian, Chinese","Koramangala 5th Block, Chennai",4,175,3.9,2759,300,,,,
Snack House,https://www.zomato.com/Chennai/snack0house0koramangala06th0block0Chennai,"Momos, Fast Food","Koramangala 6th Block, Chennai",0,0,4.3,263,150,,,,
RR Tandoor And Rolls,https://www.zomato.com/Chennai/rr0tandoor0and0rolls0wilson0garden0Chennai,"Biryani, Rolls, North Indian, Mughlai, Chinese","Wilson Garden, Chennai",0,0,4.1,180,400,,,,
Baba Ganoush Cafe,https://www.zomato.com/Chennai/baba0ganoush0cafe0koramangala06th0block0Chennai,"Fast Food, Lebanese, Beverages, Arabian","Koramangala 6th Block, Chennai",3.8,12,4.1,291,500,,,,
Tender Grills,https://www.zomato.com/Chennai/tender0grills0indiranagar0Chennai,Lebanese,"Indiranagar, Chennai",0,0,4.3,86,100,,,,
Rajvardhan Foods,https://www.zomato.com/Chennai/rajvardhan0foods0jayanagar,"Street Food, Maharashtrian","Jayanagar, Chennai",4,350,3.9,4484,300,,,,
Cakebuy,https://www.zomato.com/Chennai/cakebuy0bannerghatta0road,Bakery,"Bannerghatta Road, Chennai",3.6,75,4.2,3026,300,,,,
New Gongura Grand,https://www.zomato.com/Chennai/new0gongura0grand0hsr,"Andhra, North Indian, Chinese, Mughlai, Seafood, Biryani, Beverages","HSR, Chennai",4,436,3.8,10800,550,,,,
Sai Jagannath Food And Chats Point,https://www.zomato.com/Chennai/sai0jagannath0food0and0chats0point0bommanahalli0Chennai,"North Indian, Street Food, Chinese, South Indian","Bommanahalli, Chennai",3.6,44,4.1,730,350,,,,
C. K. Mega Hot Food,https://www.zomato.com/Chennai/c0k0mega0hot0food0btm,"Chinese, Seafood","BTM, Chennai",3.8,178,3.9,13900,400,,,,
Ambur Star Dum Biryani,https://www.zomato.com/Chennai/ambur0star0dum0biryani0jayanagar,"Biryani, Kebab","Jayanagar, Chennai",3.4,38,3.8,2800,200,,,,
Homese Just Veg,https://www.zomato.com/Chennai/homese0just0veg0hsr0Chennai,"South Indian, North Indian","HSR, Chennai",0,0,3.9,1048,150,,,,
Tata Cha now Qmin,https://www.zomato.com/Chennai/tata0cha0now0qmin0koramangala07th0block0Chennai,"Tea, Beverages, Street Food, Shake","Koramangala 7th Block, Chennai",0,0,3.5,202,150,,,,
Mamagoto,https://www.zomato.com/Chennai/mamagoto0koramangala01st0block0Chennai,"Asian, Chinese, Sushi, Thai","Koramangala 1st Block, Chennai",4,41,4.1,618,1700,,,,
Biryanis,https://www.zomato.com/Chennai/biryanis0hsr0Chennai,"Chinese, Kebab, Biryani, North Indian, Seafood, Andhra","HSR, Chennai",3.6,18,4,621,600,,,,
URU Brewpark,https://www.zomato.com/Chennai/uru0brewpark0jp0nagar0Chennai,"Italian, North Indian, Continental, Asian, Desserts, Beverages","JP Nagar, Chennai",4.3,4881,3.9,1466,1500,,,,
Soupwala,https://www.zomato.com/Chennai/soupwala010hsr0Chennai,"North Indian, Chinese, Street Food, Fast Food, Biryani, Mughlai, Seafood, Rolls","HSR, Chennai",3.3,38,3.7,3106,300,,,,
Tasty Shawarma Rolls,https://www.zomato.com/Chennai/tasty0shawarma0rolls0btm0Chennai,"Lebanese, Chinese","BTM, Chennai",3.1,71,3.3,4130,400,,,,
Cafe 58,https://www.zomato.com/Chennai/cafe0580bommanahalli0Chennai,"Kerala, Rolls, Fast Food, Biryani, Sandwich, South Indian, Lebanese, Beverages","Bommanahalli, Chennai",3.4,13,3.7,177,350,,,,
Mallu Family Restaurant,https://www.zomato.com/Chennai/mallu0family0restaurant0btm0Chennai,"Arabian, Biryani, Chinese, South Indian, Beverages, Shake","BTM, Chennai",3.1,13,3.7,1088,350,,,,
Indori  Zaika,https://www.zomato.com/Chennai/indori0zaika0hsr,"North Indian, Fast Food, Street Food","HSR, Chennai",2.3,95,3.4,5620,300,,,,
The Lassi Park,https://www.zomato.com/Chennai/the0lassi0park0jayanagar0Chennai,"Beverages, Ice Cream, Desserts","Jayanagar, Chennai",4,202,4.1,572,300,,,,
Royal Treat,https://www.zomato.com/Chennai/royal0treat0koramangala05th0block,"North Indian, Chinese, Biryani","Koramangala 5th Block, Chennai",4.2,493,4,5143,400,,,,
Kairali,https://www.zomato.com/Chennai/kairali0btm0Chennai,"South Indian, Seafood, Biryani","BTM, Chennai",3.8,155,4.2,2099,300,,,,
Swadista Aahar,https://www.zomato.com/Chennai/swadista0aahar0btm,"South Indian, North Indian, Chinese","BTM, Chennai",4,565,3.8,51100,300,,,,
Temperature Juice Bar,https://www.zomato.com/Chennai/temperature0juice0bar0btm0Chennai,"Beverages, Healthy Food, Shake","BTM, Chennai",3.6,33,4,2308,250,,,,
Maiyas,https://www.zomato.com/Chennai/maiyas0jayanagar0Chennai,"North Indian, South Indian, Fast Food, Juices","Jayanagar, Chennai",4.2,1874,4.2,3392,400,,,,
Pizza 997 AD,https://www.zomato.com/Chennai/pizza09970ad0koramangala04th0block0Chennai,"Pizza, Fast Food, Desserts","Koramangala 4th Block, Chennai",0,0,3.6,6,350,,,,
Gowda's Nati Cafe,https://www.zomato.com/Chennai/gowdas0nati0cafe010btm0Chennai,"Biryani, South Indian, Chinese","BTM, Chennai",3.4,11,3.6,245,300,,,,
Bangarpet Chats,https://www.zomato.com/Chennai/bangarpet0chats0btm0Chennai,Street Food,"BTM, Chennai",0,0,4,36,100,,,,
Thalassery Cafe,https://www.zomato.com/Chennai/thalassery0cafe0btm,"Street Food, Chinese, Kerala, South Indian, Seafood, Desserts, Ice Cream, Beverages","BTM, Chennai",3.7,18,3.9,107,300,,,,
Brahma Brews,https://www.zomato.com/Chennai/brahma0brews0jp0nagar0Chennai,"Bar Food, Asian, Italian, North Indian, Fast Food, European, South Indian","JP Nagar, Chennai",4.6,6645,4.1,585,1900,,,,
Chandni Chowk,https://www.zomato.com/Chennai/chandni0chowk0hsr0Chennai,"Street Food, North Indian, Mithai","HSR, Chennai",0,0,3.6,142,150,,,,
Pizza Stop,https://www.zomato.com/Chennai/pizza0stop0jayanagar0Chennai,"Pasta, Pizza, Fast Food","Jayanagar, Chennai",4,349,3.7,2274,400,,,,
Turkish Chicken Company,https://www.zomato.com/Chennai/turkish0chicken0company0hsr0Chennai,"Arabian, Lebanese, Turkish","HSR, Chennai",0,0,4.2,1156,200,,,,
My Cake Shop. in,https://www.zomato.com/Chennai/my0cake0shop0in0hosur0road0Chennai,"Bakery, Desserts, Fast Food","Hosur Road, Chennai",2.6,23,3.7,2116,300,,,,
Totto's Pizza ,https://www.zomato.com/Chennai/tottos0pizza010brigade0road0Chennai,"Pizza, Italian, Fast Food","Brigade Road, Chennai",0,0,4,43,300,,,,
San Tung Chinese,https://www.zomato.com/Chennai/san0tung0chinese0koramangala07th0block0Chennai,"Chinese, Momos","Koramangala 7th Block, Chennai",0,0,3.9,336,200,,,,
Tikka Kebab,https://www.zomato.com/Chennai/tikka0kebab0bommanahalli0Chennai,"Kebab, North Indian, Chinese, Mughlai, Biryani, Ice Cream, Beverages","Bommanahalli, Chennai",3.8,73,3.6,1645,600,,,,
Chung's Chinese Corner,https://www.zomato.com/Chennai/chungs0chinese0corner010jayanagar,"Chinese, Asian, Seafood","Jayanagar, Chennai",3.7,282,4.1,1105,1200,,,,
3 Mangos,https://www.zomato.com/Chennai/30mangos0btm0Chennai,"Beverages, Fast Food, Ice Cream, Shake","BTM, Chennai",0,0,3.5,151,100,,,,
Sundae Everyday Ice Creams,https://www.zomato.com/Chennai/sundae0everyday0ice0creams0koramangala06th0block0Chennai,"Ice Cream, Shake","Koramangala 6th Block, Chennai",0,0,3.9,191,150,,,,
Saiko Sushi House,https://www.zomato.com/Chennai/saiko0sushi0house0btm0Chennai,"Sushi, Japanese","BTM, Chennai",0,0,3.9,643,450,,,,
No Sugar Please!,https://www.zomato.com/Chennai/no0sugar0please0hosur0road0Chennai,"Beverages, Juices, Healthy Food","Hosur Road, Chennai",0,0,4,947,200,,,,
Dairy Day Ice Creams,https://www.zomato.com/Chennai/dairy0day0ice0creams0koramangala05th0block0Chennai,Ice Cream,"Koramangala 5th Block, Chennai",0,0,4,16,100,,,,
Fresh Pressery Cafe,https://www.zomato.com/Chennai/fresh0pressery0cafe0koramangala05th0block,"Fast Food, Healthy Food, Desserts","Koramangala 5th Block, Chennai",4,198,4.2,724,1200,,,,
Fish & Fries Restaurant,https://www.zomato.com/Chennai/fish0fries0restaurant0hsr,"Fast Food, Italian, Mexican, Steak","HSR, Chennai",4.2,875,3.9,8122,600,,,,
Bhavani Chats N Juice,https://www.zomato.com/Chennai/bhavani0chats0n0juice0jayanagar0Chennai,"Beverages, Street Food, Fast Food","Jayanagar, Chennai",0,0,4,1501,100,,,,
Chinita Real Mexican Food,https://www.zomato.com/Chennai/chinita0real0mexican0food0koramangala05th0block,"Mexican, Desserts, Beverages","Koramangala 5th Block, Chennai",4.6,1093,4,597,1200,,,,
Express By ABs,https://www.zomato.com/Chennai/express0by0abs0btm0Chennai,"North Indian, Biryani, BBQ","BTM, Chennai",0,0,3.5,896,200,,,,
O4H 0 Order For Health,https://www.zomato.com/Chennai/o4h0order0for0health0btm0Chennai,"Healthy Food, Salad, Beverages","BTM, Chennai",0,0,4.4,1071,250,,,,
New Udupi Upahar,https://www.zomato.com/Chennai/new0udupi0upahar010jayanagar0Chennai,"South Indian, North Indian, Chinese, Street Food, Beverages, Shake","Jayanagar, Chennai",3.5,60,3.8,899,400,,,,
Home Plate by EatFit,https://www.zomato.com/Chennai/home0plate0by0eatfit0koramangala07th0block0Chennai,"North Indian, Beverages","Koramangala 7th Block, Chennai",0,0,3.6,6,150,,,,
Mast Marathi,https://www.zomato.com/Chennai/mast0marathi0hsr0Chennai,"Maharashtrian, Street Food, Desserts, Beverages","HSR, Chennai",4,152,3.8,2671,300,,,,
Tandoori Taal,https://www.zomato.com/Chennai/tandoori0taal0race0course0road0Chennai,"North Indian, Seafood, Desserts","Prestige Trade Tower, Race Course Road, Chennai",3.9,67,4.2,422,800,,,,
KC Das ,https://www.zomato.com/Chennai/kc0das0jayanagar0Chennai,"Mithai, Street Food","Jayanagar, Chennai",0,0,3.9,176,50,,,,
Hebe's,https://www.zomato.com/Chennai/hebes0hsr0Chennai,"Healthy Food, Pizza, Continental, Sandwich, Pasta, Beverages","HSR, Chennai",4,102,4.1,818,500,,,,
Purnabramha Maharashtrian Restaurant,https://www.zomato.com/Chennai/purnabramha0maharashtrian0restaurant0hsr,"Maharashtrian, Beverages","HSR, Chennai",3.7,947,4.1,2140,800,,,,
New Kabab Plaza,https://www.zomato.com/Chennai/new0kabab0plaza010btm,"North Indian, Chinese","BTM, Chennai",3.3,178,4.2,2108,500,,,,
Srinidhi Sagar Deluxe,https://www.zomato.com/Chennai/srinidhi0sagar0deluxe0domlur,"South Indian, North Indian, Chinese, Street Food, Shake","Domlur, Chennai",3,127,3.8,2097,300,,,,
Plan B,https://www.zomato.com/Chennai/plan0b0koramangala05th0block0Chennai,"American, Continental, Bar Food, Chinese, Fast Food, Pizza, Burger, Beverages","Koramangala 5th Block, Chennai",4.3,2316,4,188,1300,,,,
Jenis Restaurant,https://www.zomato.com/Chennai/jenis0restaurant0bommanahalli0Chennai,"Chinese, North Indian, Mughlai, Andhra, Beverages, Shake","Bommanahalli, Chennai",0,1,3.7,596,350,,,,
Bombay Pav Bhaji And Tawa Pulao,https://www.zomato.com/Chennai/bombay0pav0bhaji0and0tawa0pulao0btm0Chennai,"Street Food, Shake","BTM, Chennai",0,0,4.3,276,250,,,,
Giani Icecream ,https://www.zomato.com/Chennai/giani0icecream0koramangala05th0block0Chennai,"Ice Cream, Shake","Koramangala 5th Block, Chennai",3.5,9,4.4,230,350,,,,
Bajjis By Gourmet Kitchen,https://www.zomato.com/Chennai/bajjis0by0gourmet0kitchen010hsr0Chennai,"Street Food, Chinese","HSR, Chennai",0,0,4,148,100,,,,
Bite Me Cupcakes,https://www.zomato.com/Chennai/bite0me0cupcakes0koramangala01st0block0Chennai,"Shake, Waffle, Bakery, Ice Cream","Koramangala 1st Block, Chennai",4.2,641,3.8,1144,200,,,,
ITC Sunfeast Baked Creations,https://www.zomato.com/Chennai/itc0sunfeast0baked0creations0koramangala07th0block0Chennai,"Bakery, Desserts, Sandwich","Koramangala 7th Block, Chennai",0,0,4.3,80,250,,,,
Kolkata Durbar,https://www.zomato.com/Chennai/kolkata0durbar0btm0Chennai,"Biryani, Rolls, Mughlai, North Indian","BTM, Chennai",0,0,3.5,214,150,,,,
Call A Cake,https://www.zomato.com/Chennai/call0a0cake0btm0Chennai,Bakery,"BTM, Chennai",0,0,4,143,200,,,,
Momo Rice Noodles,https://www.zomato.com/Chennai/momo0rice0noodles0ejipura,"Chinese, Seafood, Momos, Rolls","Ejipura, Chennai",3.9,215,3.9,3078,400,,,,
Snaky Day,https://www.zomato.com/Chennai/snaky0day0btm0Chennai,"Beverages, Juices, Fast Food, Lebanese","BTM, Chennai",0,0,4,111,100,,,,
Little Cafe,https://www.zomato.com/Chennai/little0cafe060basavanagudi,"Fast Food, Chinese, North Indian, Shake","Basavanagudi, Chennai",3.1,63,3.5,655,350,,,,
LayerBite,https://www.zomato.com/Chennai/layerbite0btm0Chennai,"Bakery, Desserts, Beverages","BTM, Chennai",0,0,4.2,2183,400,,,,
Misu,https://www.zomato.com/Chennai/misu0st0marks0road0Chennai,"Asian, Japanese, Thai, Burmese, Korean, Indonesian, Vietnamese, Singaporean","St. Marks Road, Chennai",4.6,2551,4.2,705,1700,,,,
Ooty Chocolates,https://www.zomato.com/Chennai/ooty0chocolates0koramangala04th0block,Desserts,"Koramangala 4th Block, Chennai",0,0,4.4,629,150,,,,
Fabelle Chocolates,https://www.zomato.com/Chennai/fabelle0chocolates0koramangala07th0block0Chennai,"Desserts, Bakery","Koramangala 7th Block, Chennai",0,0,4,17,400,,,,
Fresh Cane Juice,https://www.zomato.com/Chennai/fresh0cane0juice0hsr0Chennai,"Juices, Beverages","HSR, Chennai",0,0,4.3,724,50,,,,
